"ROI" "Risk" "Type"
"Stock 1" 14.7191419047513 0.194292673142717 1
"Stock 2" 16.7950061218449 0.221694080808352 1
"Stock 3" 5.65006712210989 0.0745808860118506 1
"Stock 4" 5.54101754584734 0.0731414316051849 1
"Stock 5" 13.8432735337901 0.182731210646029 1
"Stock 6" 19.1877338426055 0.253278086722393 1
"Stock 7" 18.2005517846051 0.240247283556787 1
"Stock 8" 13.7617876206655 0.181655596592784 1
"Stock 9" 11.6003437934127 0.153124538073048 1
"Stock 10" 10.9075108318664 0.143979142980636 1
"Bond 1" 7.92493814724424 0.0792493814724424 2
"Bond 2" 7.42679509020721 0.0742679509020721 2
"Bond 3" 4.60000915796529 0.0460000915796529 2
"Bond 4" 2.5269353843018 0.025269353843018 2
"Bond 5" 8.31048117473619 0.0831048117473619 2
"Bond 6" 6.37794837404134 0.0637794837404134 2
"Bond 7" 10.7245662427621 0.107245662427621 2
"Bond 8" 3.63507211646136 0.0363507211646136 2
"Bond 9" 7.63062187201762 0.0763062187201762 2
"Bond 10" 5.90647319741314 0.0590647319741314 2
"Cash 1" 3.6943313978796 0.0105552325653703 3
"Cash 2" 2.84136853304929 0.00811819580871227 3
"Cash 3" 3.64680617565369 0.0104194462161534 3
"Cash 4" 3.82393327033386 0.0109255236295253 3
"Cash 5" 3.47795441171911 0.00993701260491174 3
"Cash 6" 3.07105299374762 0.00877443712499321 3
"Cash 7" 3.01384970328767 0.00861099915225049 3
"Cash 8" 2.75421426235136 0.00786918360671817 3
"Cash 9" 2.35145237892563 0.00671843536835896 3
"Cash 10" 4.18314104571007 0.0119518315591716 3
